:::MLLOG {"namespace": "", "time_ms": 1684005517919, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "maskrcnn", "metadata": {"file": "<string>", "lineno": 3}}
:::MLLOG {"namespace": "", "time_ms": 1684005523049, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523054, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523055, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523074, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523077, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523078, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523081, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523083, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523094, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523108, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523112, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523118, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523119, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523125, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523127, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523131, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523132, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523135, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523148, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523149, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523150, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523151, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523151, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523162, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523171, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005523178, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/usr/local/lib/python3.8/dist-packages/mlperf_common/logging.py", "lineno": 79}}
:::MLLOG {"namespace": "", "time_ms": 1684005530146, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530188, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530200, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530202, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530200, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530223, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530239, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530239, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530244, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530250, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530255, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530264, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530264, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530269, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530273, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530278, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530284, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530287, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530290, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530295, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530294, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530307, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530302, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530313, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530314, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530305, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530309, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530318, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530330, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530333, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530330, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530323, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530338, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530338, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530337, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530343, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530338, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530334, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530343, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530337, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530349, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530348, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530352, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530351, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530352, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530357, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530355, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530353, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530358, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530350, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530354, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530355, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530364, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530361, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530362, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530359, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530363, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530373, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530376, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530365, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530379, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530378, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530381, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530370, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530370, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530376, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530370, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530370, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530386, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530378, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530387, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530375, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530375, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530390, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530389, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530381, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530377, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530384, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530387, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530385, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530394, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530392, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530396, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
:::MLLOG {"namespace": "", "time_ms": 1684005530386, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "maskrcnn/tools/train_mlperf.py", "lineno": 1018}}
